CustomerID,Age,Gender,Marital Status,Education Level,Occupation,Income Level,Interactions with Customer Service,Customer Preferences,Preferred Contact Time,Preferred Language
13579,26,Female,Divorced,High School Diploma,Doctor,106586,Email,In-Person Meeting,Morning,Mandarin
13581,38,Male,Married,Bachelor's Degree,Artist,144140,Phone,Mail,Morning,French
13584,48,Male,Divorced,High School Diploma,Engineer,43061,Chat,Phone,Evening,Mandarin
13593,56,Female,Widowed,Doctorate,Salesperson,146908,Chat,Text,Afternoon,French
13599,36,Male,Widowed,Master's Degree,Lawyer,85793,Chat,Mail,Morning,English
13600,69,Male,Single,Associate Degree,Manager,88312,Email,Phone,Anytime,English
13606,44,Male,Divorced,Master's Degree,Salesperson,80705,Mobile App,Text,Weekends,German
13611,28,Female,Married,Master's Degree,Doctor,54257,In-Person,In-Person Meeting,Afternoon,German
13614,47,Male,Widowed,Master's Degree,Manager,47708,Chat,In-Person Meeting,Morning,Mandarin
13615,62,Male,Married,High School Diploma,Doctor,105549,In-Person,Email,Weekends,Mandarin
13627,69,Female,Separated,Doctorate,Engineer,49581,Phone,Email,Morning,French
13629,40,Male,Married,Doctorate,Nurse,84231,Email,Phone,Anytime,English
13634,61,Female,Single,Doctorate,Entrepreneur,90966,Mobile App,In-Person Meeting,Morning,Mandarin
13649,26,Male,Single,Master's Degree,Lawyer,63805,Phone,Phone,Evening,German
13652,64,Female,Married,High School Diploma,Salesperson,36276,Mobile App,Email,Morning,English
13656,30,Female,Single,Doctorate,Engineer,145871,Mobile App,Email,Anytime,German
13659,48,Female,Separated,High School Diploma,Entrepreneur,97615,Chat,Email,Afternoon,German
13668,63,Male,Divorced,Associate Degree,Doctor,138182,Chat,Email,Morning,English
13672,56,Male,Separated,Associate Degree,Nurse,145258,In-Person,Text,Anytime,French
13680,54,Female,Separated,High School Diploma,Engineer,44435,Email,Email,Evening,Spanish
13693,25,Male,Widowed,Bachelor's Degree,Lawyer,113822,Chat,In-Person Meeting,Morning,French
13694,56,Female,Single,Master's Degree,Salesperson,90036,Mobile App,Text,Afternoon,Spanish
13700,38,Female,Married,Doctorate,Artist,39032,Phone,Mail,Evening,Mandarin
13703,70,Female,Divorced,Doctorate,Salesperson,86286,In-Person,Text,Morning,German
13705,53,Male,Divorced,Associate Degree,Manager,49224,Chat,Mail,Evening,Mandarin
13707,43,Male,Widowed,Associate Degree,Salesperson,114548,Email,In-Person Meeting,Anytime,English
13709,38,Female,Widowed,Master's Degree,Doctor,122361,In-Person,Email,Evening,German
13715,25,Male,Married,Doctorate,Teacher,28768,Email,Phone,Weekends,French
13725,47,Male,Divorced,High School Diploma,Artist,110885,Email,Mail,Evening,French
13728,70,Male,Married,Master's Degree,Salesperson,96711,Mobile App,Mail,Weekends,English
13742,54,Female,Divorced,Doctorate,Entrepreneur,134597,Chat,Text,Weekends,English
13747,62,Male,Divorced,Associate Degree,Entrepreneur,117264,Email,Text,Weekends,English
13748,20,Male,Divorced,Bachelor's Degree,Entrepreneur,63381,Chat,Text,Anytime,French
13750,38,Female,Divorced,Bachelor's Degree,Artist,127761,Chat,Email,Morning,English
13754,63,Male,Single,Master's Degree,Manager,24962,Mobile App,Email,Evening,French
13756,43,Male,Widowed,High School Diploma,Manager,42297,Mobile App,Mail,Weekends,German
13758,25,Female,Married,Bachelor's Degree,Teacher,98964,Phone,Mail,Evening,German
13764,63,Female,Single,High School Diploma,Salesperson,115366,Mobile App,Email,Evening,German
13767,43,Male,Single,Associate Degree,Entrepreneur,51844,In-Person,Email,Evening,Spanish
13769,65,Male,Divorced,Doctorate,Teacher,110072,Chat,Email,Evening,Spanish
13777,64,Male,Married,Associate Degree,Doctor,67420,Chat,Text,Weekends,German
13782,31,Female,Married,Associate Degree,Lawyer,133868,Email,Phone,Morning,French
13784,23,Female,Married,High School Diploma,Artist,137118,Chat,In-Person Meeting,Weekends,French
13786,54,Male,Single,Bachelor's Degree,Artist,36814,In-Person,In-Person Meeting,Morning,French
13787,37,Male,Married,Bachelor's Degree,Lawyer,35763,In-Person,Text,Weekends,Spanish
13798,39,Female,Widowed,Master's Degree,Entrepreneur,117281,Mobile App,Phone,Afternoon,German
13800,69,Female,Widowed,High School Diploma,Lawyer,91423,Email,Phone,Weekends,Spanish
13802,42,Male,Single,Bachelor's Degree,Manager,64527,Phone,Email,Morning,French
13807,69,Male,Separated,Doctorate,Artist,114652,In-Person,Phone,Evening,Mandarin
13815,29,Female,Divorced,Master's Degree,Teacher,90927,Chat,Text,Afternoon,English
13817,26,Female,Separated,Associate Degree,Artist,116329,In-Person,In-Person Meeting,Anytime,Mandarin
13819,55,Female,Separated,High School Diploma,Salesperson,116604,Mobile App,Phone,Morning,German
13824,40,Male,Separated,Bachelor's Degree,Manager,43286,Email,In-Person Meeting,Evening,French
13829,25,Male,Separated,Bachelor's Degree,Engineer,71501,Phone,Text,Anytime,Mandarin
13831,64,Male,Widowed,Doctorate,Nurse,146071,Mobile App,In-Person Meeting,Anytime,Mandarin
13837,25,Male,Separated,Master's Degree,Engineer,146879,Phone,Phone,Anytime,French
13838,37,Female,Married,Associate Degree,Nurse,53126,Email,Mail,Morning,German
13842,43,Female,Separated,Master's Degree,Teacher,56087,Mobile App,Mail,Evening,French
13846,40,Male,Divorced,Associate Degree,Salesperson,52903,In-Person,Phone,Weekends,German
13848,27,Male,Married,High School Diploma,Teacher,69443,Mobile App,In-Person Meeting,Morning,German
13854,47,Male,Married,Doctorate,Nurse,70242,Phone,In-Person Meeting,Morning,Mandarin
13859,64,Female,Separated,Associate Degree,Artist,115587,In-Person,Text,Afternoon,German
13862,43,Female,Single,Associate Degree,Salesperson,71757,Chat,In-Person Meeting,Afternoon,English
13869,33,Male,Single,Associate Degree,Salesperson,35209,Chat,Phone,Morning,German
13871,46,Female,Married,High School Diploma,Salesperson,138385,Mobile App,Email,Afternoon,Mandarin
13873,44,Male,Married,Associate Degree,Manager,39234,In-Person,Phone,Weekends,Mandarin
13874,64,Female,Married,High School Diploma,Lawyer,104359,Chat,Text,Morning,French
13880,28,Male,Single,Associate Degree,Salesperson,121562,Mobile App,Mail,Weekends,German
13881,68,Male,Married,Bachelor's Degree,Doctor,69280,Mobile App,Mail,Weekends,German
13883,68,Male,Single,Master's Degree,Lawyer,80598,Chat,Phone,Weekends,French
13890,50,Male,Single,Associate Degree,Salesperson,133891,Email,Phone,Anytime,Spanish
13894,52,Male,Single,High School Diploma,Teacher,58815,Chat,Mail,Weekends,French
13898,23,Female,Single,Associate Degree,Entrepreneur,39678,Email,Email,Evening,German
13901,39,Female,Widowed,Bachelor's Degree,Doctor,115885,Chat,Email,Afternoon,English
13911,25,Female,Married,Doctorate,Doctor,116787,Email,Text,Weekends,French
13922,24,Female,Widowed,Doctorate,Engineer,45810,Email,Phone,Morning,English
13929,70,Male,Separated,Doctorate,Artist,109573,In-Person,Phone,Afternoon,French
13939,68,Male,Married,Master's Degree,Lawyer,69779,Chat,Mail,Anytime,Spanish
13941,55,Male,Divorced,Doctorate,Salesperson,136045,Mobile App,Email,Weekends,German
13948,57,Male,Married,Bachelor's Degree,Teacher,69224,Phone,Email,Evening,Spanish
13953,64,Female,Married,High School Diploma,Engineer,126541,Mobile App,Email,Weekends,Mandarin
13958,69,Female,Divorced,Master's Degree,Doctor,141876,In-Person,Email,Weekends,German
13959,69,Female,Married,Master's Degree,Salesperson,88245,Chat,Email,Anytime,Spanish
13963,55,Female,Divorced,Master's Degree,Salesperson,26586,Mobile App,Text,Morning,French
13969,64,Female,Widowed,Doctorate,Salesperson,53526,Phone,Mail,Weekends,French
13982,46,Male,Separated,Master's Degree,Salesperson,121563,Chat,Mail,Weekends,Mandarin
13983,31,Male,Married,High School Diploma,Manager,84115,Chat,In-Person Meeting,Evening,English
13984,39,Male,Separated,Doctorate,Teacher,147408,In-Person,In-Person Meeting,Weekends,Spanish
13993,61,Female,Separated,Bachelor's Degree,Lawyer,97543,Phone,Email,Weekends,Mandarin
13999,56,Male,Widowed,Doctorate,Salesperson,71566,Mobile App,Text,Morning,German
14001,65,Male,Divorced,Associate Degree,Salesperson,41328,Chat,Mail,Morning,English
14006,67,Female,Separated,Master's Degree,Artist,37154,In-Person,Mail,Anytime,English
14016,45,Male,Widowed,Doctorate,Doctor,47075,Chat,Mail,Weekends,English
14030,32,Female,Married,Bachelor's Degree,Lawyer,67083,Phone,Text,Morning,Mandarin
14031,29,Male,Widowed,Associate Degree,Lawyer,44219,Email,Email,Morning,Mandarin
14032,54,Female,Married,Associate Degree,Doctor,43108,Mobile App,Email,Weekends,English
14037,35,Female,Divorced,Associate Degree,Lawyer,113173,Phone,Text,Anytime,French
14040,35,Female,Divorced,Doctorate,Salesperson,25763,In-Person,Text,Morning,German
14044,52,Male,Married,High School Diploma,Entrepreneur,30646,Mobile App,Phone,Morning,English
14045,63,Male,Single,Doctorate,Doctor,117967,Chat,Phone,Weekends,Mandarin
14047,67,Female,Widowed,Associate Degree,Manager,51132,Chat,In-Person Meeting,Morning,French
14049,55,Female,Divorced,Master's Degree,Entrepreneur,58859,In-Person,In-Person Meeting,Weekends,German
14051,57,Female,Married,Master's Degree,Artist,101462,Mobile App,Text,Weekends,English
14057,29,Female,Divorced,Doctorate,Entrepreneur,110175,Phone,Text,Anytime,English
14060,46,Male,Single,High School Diploma,Lawyer,144780,Email,In-Person Meeting,Afternoon,English
14062,50,Female,Divorced,Master's Degree,Lawyer,106968,Phone,In-Person Meeting,Morning,German
14068,56,Male,Married,Master's Degree,Salesperson,140794,Phone,Email,Evening,German
14078,48,Male,Single,High School Diploma,Salesperson,63683,Chat,Mail,Evening,Mandarin
14081,43,Male,Married,Doctorate,Lawyer,38019,Email,Text,Weekends,Mandarin
14082,70,Female,Single,High School Diploma,Lawyer,35644,Chat,Mail,Anytime,German
14083,45,Female,Married,Doctorate,Teacher,65240,Email,Email,Afternoon,French
14085,38,Female,Separated,Doctorate,Engineer,36507,Email,Text,Morning,German
14088,31,Female,Single,Master's Degree,Doctor,40499,Email,Email,Weekends,French
14090,48,Female,Divorced,Doctorate,Doctor,66954,Email,Phone,Evening,Spanish
14092,38,Male,Separated,Bachelor's Degree,Entrepreneur,145982,Mobile App,Email,Morning,French
14099,19,Male,Divorced,Bachelor's Degree,Lawyer,67431,Email,Mail,Afternoon,French
14101,36,Female,Married,High School Diploma,Lawyer,134310,Mobile App,Phone,Anytime,German
14107,35,Female,Married,Associate Degree,Manager,137948,In-Person,Phone,Weekends,German
14113,21,Female,Married,Doctorate,Salesperson,107854,Phone,Mail,Weekends,English
14114,67,Female,Widowed,High School Diploma,Teacher,70945,Mobile App,Mail,Anytime,German
14119,60,Male,Divorced,Bachelor's Degree,Nurse,55219,Chat,In-Person Meeting,Anytime,German
14127,64,Female,Single,Doctorate,Salesperson,145289,Mobile App,Phone,Weekends,French
14130,28,Female,Divorced,Bachelor's Degree,Doctor,65331,Mobile App,Phone,Weekends,Spanish
14133,45,Female,Widowed,High School Diploma,Lawyer,49929,Email,Text,Anytime,French
14135,61,Male,Widowed,Associate Degree,Entrepreneur,146046,Chat,Mail,Morning,German
14142,24,Female,Married,High School Diploma,Artist,54523,Chat,Email,Evening,Spanish
14146,43,Male,Separated,Bachelor's Degree,Teacher,72704,Chat,Text,Afternoon,French
14150,45,Male,Divorced,Bachelor's Degree,Salesperson,63765,Chat,Mail,Morning,German
14156,31,Female,Divorced,Doctorate,Doctor,41852,Chat,Mail,Weekends,French
14159,39,Female,Widowed,Master's Degree,Engineer,91909,Chat,Mail,Morning,German
14161,49,Female,Married,Doctorate,Salesperson,91200,Mobile App,Text,Morning,German
14167,69,Male,Married,Master's Degree,Doctor,69349,Chat,Mail,Afternoon,Mandarin
14175,57,Female,Divorced,Associate Degree,Nurse,145267,In-Person,In-Person Meeting,Evening,German
14176,62,Male,Single,High School Diploma,Doctor,131846,Chat,Text,Weekends,Mandarin
14180,19,Female,Divorced,High School Diploma,Entrepreneur,114458,Email,Text,Weekends,French
14185,44,Male,Divorced,High School Diploma,Entrepreneur,37458,Chat,Mail,Weekends,French
14188,56,Male,Married,Master's Degree,Engineer,50764,In-Person,In-Person Meeting,Weekends,German
14189,49,Male,Separated,Associate Degree,Engineer,31287,Phone,Email,Afternoon,German
14194,51,Male,Single,High School Diploma,Lawyer,43796,Mobile App,Phone,Morning,English
14201,36,Female,Married,Master's Degree,Engineer,129572,Phone,Email,Morning,English
14205,36,Female,Single,Associate Degree,Artist,127857,Chat,Phone,Afternoon,Mandarin
14206,69,Female,Divorced,Master's Degree,Nurse,76092,Phone,Email,Anytime,French
14209,26,Male,Widowed,Associate Degree,Artist,146005,Mobile App,Email,Morning,German
14210,47,Female,Separated,High School Diploma,Manager,110554,Chat,Text,Afternoon,German
14213,58,Male,Separated,Bachelor's Degree,Manager,95089,In-Person,In-Person Meeting,Morning,Mandarin
14215,47,Male,Widowed,Bachelor's Degree,Artist,37265,In-Person,In-Person Meeting,Morning,Spanish
14217,42,Male,Widowed,Bachelor's Degree,Artist,69735,In-Person,Text,Morning,French
14220,53,Male,Separated,High School Diploma,Artist,100939,Chat,Phone,Anytime,German
14221,40,Male,Single,Associate Degree,Lawyer,106460,Phone,Text,Morning,French
14224,61,Male,Single,Bachelor's Degree,Manager,101732,Email,In-Person Meeting,Morning,Mandarin
14229,70,Male,Divorced,Associate Degree,Entrepreneur,45484,Chat,Mail,Morning,Spanish
14233,37,Female,Divorced,Associate Degree,Nurse,53296,Mobile App,Email,Anytime,German
14236,52,Female,Single,High School Diploma,Entrepreneur,87341,Mobile App,Email,Weekends,English
14237,32,Male,Divorced,Associate Degree,Lawyer,35126,Phone,Text,Weekends,Mandarin
14238,39,Male,Widowed,Bachelor's Degree,Doctor,37667,Mobile App,Email,Anytime,French
14239,46,Male,Widowed,Bachelor's Degree,Doctor,101185,Email,In-Person Meeting,Morning,German
14242,26,Female,Separated,High School Diploma,Engineer,119321,Email,Phone,Weekends,German
14243,35,Male,Separated,Doctorate,Teacher,30312,Mobile App,Mail,Evening,Mandarin
14248,50,Male,Divorced,Associate Degree,Manager,118624,Chat,In-Person Meeting,Weekends,French
14256,68,Male,Divorced,Associate Degree,Engineer,123127,Phone,Text,Weekends,English
14257,47,Male,Married,Bachelor's Degree,Entrepreneur,40095,Chat,Email,Weekends,Mandarin
14258,26,Female,Single,Doctorate,Nurse,74010,Chat,In-Person Meeting,Morning,German
14264,44,Male,Separated,High School Diploma,Lawyer,57451,In-Person,Phone,Weekends,French
14270,46,Male,Divorced,Associate Degree,Nurse,55206,Email,Phone,Morning,Mandarin
14282,30,Male,Married,High School Diploma,Manager,81101,Chat,Email,Evening,Spanish
14290,24,Female,Married,Master's Degree,Salesperson,55117,Mobile App,Mail,Afternoon,German
14292,50,Female,Married,Bachelor's Degree,Teacher,26697,Phone,Text,Weekends,Mandarin
14293,43,Female,Widowed,Doctorate,Manager,70574,Email,Mail,Weekends,Mandarin
14295,50,Male,Divorced,Master's Degree,Salesperson,57510,Email,In-Person Meeting,Evening,English
14298,61,Male,Widowed,Associate Degree,Entrepreneur,123588,Mobile App,Mail,Afternoon,Spanish
14299,27,Male,Separated,Master's Degree,Nurse,27476,Chat,Mail,Afternoon,German
14307,63,Female,Divorced,High School Diploma,Entrepreneur,47896,Email,Text,Morning,German
14309,23,Male,Married,Bachelor's Degree,Artist,35815,In-Person,Email,Evening,Spanish
14312,32,Male,Separated,Bachelor's Degree,Lawyer,92855,In-Person,Text,Morning,German
14320,68,Male,Married,High School Diploma,Artist,84481,In-Person,Text,Weekends,Spanish
14321,31,Male,Married,Doctorate,Engineer,22893,Chat,Mail,Evening,Spanish
14329,37,Female,Married,Associate Degree,Manager,65139,Chat,Mail,Morning,Spanish
14334,44,Female,Married,Associate Degree,Teacher,88540,Phone,Text,Morning,French
14341,44,Female,Divorced,Doctorate,Artist,46406,Phone,Phone,Weekends,Mandarin
14344,31,Female,Widowed,High School Diploma,Teacher,82567,Email,Mail,Anytime,Spanish
14355,23,Female,Divorced,High School Diploma,Engineer,81039,Mobile App,Text,Afternoon,Mandarin
14368,68,Male,Widowed,Doctorate,Nurse,68484,Chat,Text,Evening,Mandarin
14373,28,Female,Single,Doctorate,Entrepreneur,61953,Chat,Mail,Morning,English
14388,67,Male,Married,Doctorate,Salesperson,68624,In-Person,Text,Morning,Spanish
14389,61,Female,Married,High School Diploma,Salesperson,117109,Mobile App,Email,Weekends,French
14390,41,Female,Single,Doctorate,Lawyer,49791,Chat,Email,Weekends,German
14395,62,Male,Separated,Associate Degree,Lawyer,24192,Mobile App,Mail,Weekends,English
14396,34,Female,Married,Bachelor's Degree,Salesperson,142791,Mobile App,Text,Morning,German
14401,48,Female,Divorced,Doctorate,Entrepreneur,119523,In-Person,Email,Afternoon,Mandarin
14404,41,Female,Widowed,High School Diploma,Entrepreneur,77145,Mobile App,In-Person Meeting,Afternoon,Spanish
14409,37,Male,Divorced,Doctorate,Teacher,149309,Phone,Text,Anytime,English
14410,45,Female,Separated,Master's Degree,Salesperson,145144,Email,In-Person Meeting,Evening,German
14411,23,Male,Divorced,Associate Degree,Salesperson,115030,Phone,In-Person Meeting,Morning,Mandarin
14413,37,Male,Married,Master's Degree,Artist,122754,Email,Phone,Morning,Mandarin
14414,31,Male,Widowed,Master's Degree,Lawyer,33993,Mobile App,Text,Morning,Spanish
14415,52,Male,Divorced,High School Diploma,Lawyer,131206,In-Person,In-Person Meeting,Afternoon,German
14419,36,Male,Widowed,Master's Degree,Artist,109248,Chat,Phone,Weekends,Mandarin
14426,37,Male,Single,High School Diploma,Entrepreneur,33752,Chat,Mail,Morning,French
14428,62,Male,Divorced,Doctorate,Artist,91488,In-Person,Mail,Anytime,French
14437,26,Male,Separated,Associate Degree,Lawyer,27853,Mobile App,Mail,Morning,Mandarin
14438,29,Male,Divorced,Bachelor's Degree,Teacher,127502,Email,Phone,Weekends,French
14439,33,Male,Single,Doctorate,Lawyer,144659,Chat,Phone,Anytime,Spanish
14440,27,Male,Married,Associate Degree,Manager,63472,Chat,Email,Weekends,German
14441,20,Female,Single,High School Diploma,Manager,51422,Chat,Email,Evening,French
14442,32,Female,Married,High School Diploma,Engineer,144815,Chat,Text,Morning,Spanish
14443,47,Male,Single,Doctorate,Salesperson,86918,In-Person,Email,Weekends,Mandarin
14448,25,Female,Divorced,Associate Degree,Manager,33125,Email,Text,Weekends,Spanish
14449,68,Male,Divorced,Associate Degree,Salesperson,33823,Mobile App,Text,Evening,French
14450,58,Female,Divorced,Bachelor's Degree,Doctor,121029,Phone,Phone,Evening,German
14457,41,Male,Single,Associate Degree,Lawyer,25847,Chat,Mail,Anytime,French
14460,37,Male,Separated,Associate Degree,Salesperson,71647,In-Person,Text,Weekends,French
14462,69,Male,Married,Doctorate,Lawyer,36153,In-Person,Text,Weekends,English
14466,47,Male,Widowed,Associate Degree,Nurse,70482,Chat,Phone,Evening,French
14467,33,Male,Divorced,Master's Degree,Manager,128111,Chat,Email,Anytime,German
14472,68,Male,Divorced,Associate Degree,Salesperson,88357,Chat,In-Person Meeting,Evening,German
14479,43,Female,Widowed,Doctorate,Lawyer,25612,In-Person,Text,Afternoon,English
14487,48,Male,Divorced,High School Diploma,Engineer,110555,Phone,Text,Afternoon,Mandarin
14491,55,Female,Divorced,Associate Degree,Entrepreneur,89231,In-Person,Text,Morning,Spanish
14496,44,Female,Married,High School Diploma,Doctor,116476,Mobile App,In-Person Meeting,Morning,English
14497,57,Female,Separated,Associate Degree,Doctor,24634,Email,Phone,Morning,Spanish
14498,70,Male,Single,High School Diploma,Salesperson,108353,Chat,Text,Anytime,English
14501,22,Male,Single,Bachelor's Degree,Artist,52691,Phone,Text,Weekends,Spanish
14502,61,Female,Married,Bachelor's Degree,Doctor,27616,In-Person,Text,Anytime,French
14505,38,Female,Married,Associate Degree,Teacher,142641,Chat,Text,Morning,German
14506,47,Male,Divorced,High School Diploma,Doctor,72894,Mobile App,In-Person Meeting,Evening,Spanish
14514,40,Male,Married,High School Diploma,Nurse,47408,Email,Text,Morning,English
14524,34,Female,Divorced,Bachelor's Degree,Salesperson,120772,Email,Mail,Morning,German
14525,54,Male,Divorced,Bachelor's Degree,Manager,83751,Chat,Mail,Weekends,French
14527,32,Female,Single,Master's Degree,Artist,49083,Phone,Phone,Weekends,English
14532,20,Female,Widowed,Doctorate,Nurse,97030,Chat,Phone,Weekends,Mandarin
14533,33,Male,Married,Master's Degree,Manager,32062,Chat,In-Person Meeting,Morning,French
14534,42,Male,Married,Doctorate,Artist,120140,Chat,Text,Weekends,German
14540,42,Female,Divorced,Master's Degree,Salesperson,132894,In-Person,Phone,Evening,English
14541,26,Female,Divorced,Bachelor's Degree,Engineer,35520,Chat,Email,Evening,Mandarin
14543,36,Male,Married,Master's Degree,Salesperson,89028,Mobile App,Phone,Anytime,Spanish
14544,21,Female,Single,Doctorate,Salesperson,136941,Mobile App,Text,Morning,French
14548,27,Female,Single,Associate Degree,Artist,44576,Mobile App,Text,Anytime,French
14549,40,Female,Married,Master's Degree,Teacher,81627,Mobile App,Phone,Morning,Spanish
14553,20,Female,Single,Associate Degree,Doctor,137932,In-Person,Email,Weekends,Spanish
14560,52,Female,Married,Bachelor's Degree,Doctor,131898,Email,In-Person Meeting,Evening,German
14565,55,Male,Separated,Doctorate,Lawyer,106320,Email,Phone,Morning,French
14572,64,Male,Divorced,Doctorate,Artist,147866,In-Person,Mail,Morning,French
14573,64,Male,Divorced,Master's Degree,Entrepreneur,110838,In-Person,In-Person Meeting,Morning,English
14576,31,Female,Separated,High School Diploma,Salesperson,145961,Phone,Text,Anytime,Mandarin
14577,55,Male,Single,High School Diploma,Salesperson,35484,Chat,Email,Evening,French
14587,65,Female,Widowed,Doctorate,Artist,68860,Phone,Mail,Morning,English
14589,39,Female,Married,Bachelor's Degree,Nurse,143803,Email,Email,Afternoon,Spanish
14594,45,Male,Divorced,Doctorate,Nurse,99954,Chat,Mail,Weekends,German
14595,46,Female,Married,Bachelor's Degree,Artist,145615,Phone,Email,Afternoon,French
14600,57,Female,Single,High School Diploma,Salesperson,68739,Mobile App,In-Person Meeting,Morning,Spanish
14606,53,Female,Married,High School Diploma,Salesperson,58401,Phone,Text,Weekends,French
14608,68,Male,Separated,Master's Degree,Teacher,144064,Phone,In-Person Meeting,Evening,Mandarin
14616,26,Male,Married,High School Diploma,Artist,34478,Email,Text,Morning,German
14618,42,Male,Widowed,Associate Degree,Doctor,124668,Chat,Phone,Evening,French
14621,29,Female,Widowed,High School Diploma,Nurse,86026,Phone,Email,Weekends,English
14625,64,Female,Widowed,High School Diploma,Salesperson,95543,Email,Mail,Morning,English
14627,61,Male,Widowed,High School Diploma,Engineer,137556,Mobile App,In-Person Meeting,Weekends,Spanish
14639,68,Male,Married,Bachelor's Degree,Artist,39922,Chat,Text,Weekends,English
14643,26,Male,Separated,High School Diploma,Salesperson,77009,In-Person,Text,Morning,Mandarin
14646,19,Male,Married,Bachelor's Degree,Teacher,68296,Phone,Mail,Anytime,Mandarin
14653,25,Male,Widowed,Master's Degree,Teacher,66749,Phone,Email,Evening,English
14657,70,Male,Single,Master's Degree,Manager,99451,Mobile App,Text,Weekends,Spanish
14659,44,Female,Widowed,High School Diploma,Salesperson,107744,Mobile App,Phone,Weekends,Mandarin
14662,49,Female,Widowed,Bachelor's Degree,Engineer,56743,Email,Mail,Morning,Spanish
14665,25,Male,Married,Associate Degree,Manager,133615,Chat,Email,Weekends,French
14667,68,Male,Separated,High School Diploma,Salesperson,37015,Mobile App,Phone,Weekends,Spanish
14669,25,Female,Widowed,High School Diploma,Salesperson,26882,Mobile App,Email,Evening,Spanish
14672,57,Male,Single,Bachelor's Degree,Lawyer,121279,Chat,In-Person Meeting,Morning,English
14673,35,Female,Divorced,Doctorate,Manager,61488,Phone,In-Person Meeting,Weekends,English
14679,46,Male,Single,Bachelor's Degree,Salesperson,69439,Chat,Mail,Morning,German
14680,37,Female,Separated,Master's Degree,Engineer,80237,Phone,Mail,Evening,German
14684,47,Male,Single,Master's Degree,Nurse,96933,Mobile App,Mail,Weekends,French
14688,55,Male,Single,Bachelor's Degree,Manager,94891,Chat,In-Person Meeting,Weekends,Mandarin
14692,24,Male,Separated,High School Diploma,Doctor,24970,Chat,Mail,Anytime,French
14696,44,Female,Married,Associate Degree,Artist,32884,Phone,In-Person Meeting,Weekends,English
14701,26,Female,Married,Doctorate,Entrepreneur,35819,Chat,Phone,Afternoon,German
14702,57,Male,Divorced,Associate Degree,Entrepreneur,23719,Email,Text,Evening,Mandarin
14708,28,Female,Divorced,High School Diploma,Salesperson,90012,Chat,Phone,Evening,German
14709,37,Male,Married,Bachelor's Degree,Salesperson,113068,Chat,Mail,Weekends,English
14713,28,Male,Divorced,Associate Degree,Salesperson,34056,In-Person,Mail,Morning,French
14715,37,Female,Married,Master's Degree,Lawyer,69872,Chat,Text,Weekends,French
14723,23,Male,Married,Bachelor's Degree,Teacher,66297,Phone,Text,Weekends,German
14729,54,Male,Separated,Doctorate,Engineer,72860,Mobile App,Text,Anytime,English
14732,38,Male,Single,Associate Degree,Engineer,98977,Chat,Mail,Anytime,English
14733,56,Female,Widowed,Bachelor's Degree,Nurse,22318,Chat,Phone,Weekends,English
14735,32,Female,Separated,Associate Degree,Artist,134582,Phone,Text,Evening,Mandarin
14737,64,Female,Married,Doctorate,Entrepreneur,89550,Mobile App,Mail,Morning,German
14738,64,Female,Separated,Bachelor's Degree,Engineer,25947,In-Person,Email,Afternoon,Mandarin
14739,43,Male,Single,Bachelor's Degree,Engineer,82280,Chat,Phone,Anytime,Mandarin
14741,67,Male,Separated,Associate Degree,Artist,86795,Mobile App,Mail,Anytime,English
14744,26,Female,Single,Doctorate,Doctor,118337,Chat,Text,Weekends,French
14748,52,Male,Married,Master's Degree,Nurse,68973,Mobile App,Phone,Weekends,English
14755,41,Female,Divorced,Doctorate,Teacher,143563,Mobile App,Phone,Weekends,German
14761,67,Female,Divorced,Bachelor's Degree,Engineer,109172,Mobile App,Text,Morning,German
14766,37,Female,Single,Master's Degree,Doctor,100557,Phone,Text,Weekends,English
14769,59,Female,Widowed,Doctorate,Teacher,100592,Mobile App,Email,Afternoon,French
14770,56,Female,Separated,Doctorate,Nurse,114576,Chat,Mail,Evening,French
14775,54,Male,Separated,Master's Degree,Entrepreneur,132161,Mobile App,Text,Anytime,German
14776,23,Male,Separated,Master's Degree,Entrepreneur,25221,In-Person,Text,Afternoon,French
14777,48,Female,Divorced,Master's Degree,Teacher,84434,Chat,In-Person Meeting,Anytime,French
14778,19,Male,Widowed,Associate Degree,Artist,96261,Phone,Text,Evening,English
14779,63,Female,Divorced,High School Diploma,Doctor,106644,Email,Email,Morning,English
14782,31,Female,Married,High School Diploma,Engineer,84015,Chat,Email,Morning,Spanish
14784,67,Male,Widowed,Associate Degree,Teacher,35905,Mobile App,Mail,Weekends,French
14794,69,Male,Widowed,High School Diploma,Teacher,119484,In-Person,In-Person Meeting,Anytime,English
14796,70,Male,Divorced,Doctorate,Doctor,132004,Chat,In-Person Meeting,Morning,French
14798,33,Female,Widowed,Doctorate,Entrepreneur,34095,Phone,In-Person Meeting,Evening,German
14800,67,Female,Married,Doctorate,Teacher,135887,Phone,Mail,Weekends,Spanish
14805,69,Male,Married,Master's Degree,Nurse,65776,Email,Phone,Weekends,Spanish
14810,50,Male,Divorced,Bachelor's Degree,Manager,107935,Email,Phone,Afternoon,English
14813,53,Male,Widowed,High School Diploma,Doctor,137008,Chat,Email,Weekends,Mandarin
14821,69,Male,Married,Master's Degree,Entrepreneur,146807,Mobile App,Mail,Anytime,German
14825,64,Female,Single,Bachelor's Degree,Lawyer,74607,Email,In-Person Meeting,Weekends,Mandarin
14828,38,Female,Single,High School Diploma,Salesperson,54931,Mobile App,Text,Weekends,German
